SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,1490 Ocean Ave #204,San Francisco,CA,94112,1150000,2,2.0,Ingleside,1099,,2017,14,1046,667,Active,October-14-2017 11:00 AM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/1490-Ocean-Ave-94112/unit-204/home/113746849,San Francisco MLS,463308,N,Y,37.7245631,-122.4578145
MLS Listing,,Condo/Co-op,2341 Franklin St #3,San Francisco,CA,94123,1250000,2,1.0,Pacific Heights,1306,,1927,14,957,425,Active,October-15-2017 02:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/2341-Franklin-St-94123/unit-3/home/1747466,San Francisco MLS,463213,N,Y,37.7960939,-122.425502
MLS Listing,,Single Family Residential,900 Sloat Blvd,San Francisco,CA,94132,1495000,4,2.5,Pine Lake Park,2153,,1948,14,694,,Active,,,http://www.redfin.com/CA/San-Francisco/900-Sloat-Blvd-94132/home/1316073,San Francisco MLS,463240,N,Y,37.7346859,-122.4817444
MLS Listing,,Condo/Co-op,2 Mint Plz #404,San Francisco,CA,94103,750000,1,1.0,South of Market,631,,1926,14,1189,669,Active,October-15-2017 02:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/2-Mint-Plz-94103/unit-404/home/17305261,San Francisco MLS,461383,N,Y,37.783128,-122.4077633
MLS Listing,,Single Family Residential,2275 47th Ave,San Francisco,CA,94116,1425000,4,2.5,Outer Parkside,2190,2996,1962,14,651,,Active,October-14-2017 01:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/2275-47th-Ave-94116/home/654641,San Francisco MLS,463275,N,Y,37.7440812,-122.5061171
MLS Listing,,Condo/Co-op,2001 McAllister St #215,San Francisco,CA,94118,995000,2,2.0,North Panhandle,1041,,2002,14,956,640,Active,,,http://www.redfin.com/CA/San-Francisco/2001-McAllister-St-94118/unit-215/home/12399954,San Francisco MLS,463279,N,Y,37.7764125,-122.4458463
MLS Listing,,Condo/Co-op,201 Folsom St Unit 35C,San Francisco,CA,94105,2450000,2,2.0,South Beach,1495,,2017,14,1639,1119,Active,October-13-2017 11:00 AM,October-13-2017 05:00 PM,http://www.redfin.com/CA/San-Francisco/201-Folsom-St-94105/unit-35C/home/143938141,San Francisco MLS,463325,N,Y,37.7886997,-122.39226
MLS Listing,,Condo/Co-op,355 Buena Vista Ave Unit 404W,San Francisco,CA,94117,1549000,2,2.0,Buena Vista Park,,,1986,14,,765,Active,October-15-2017 02:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/355-Buena-Vista-Ave-E-94117/unit-404W/home/668391,San Francisco MLS,463251,N,Y,37.7672707,-122.4399843
MLS Listing,,Condo/Co-op,1490 Ocean Ave #203,San Francisco,CA,94112,1330000,3,2.0,Ingleside,1319,,2017,14,1008,798,Active,October-14-2017 11:00 AM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/1490-Ocean-Ave-94112/unit-203/home/143937972,San Francisco MLS,463318,N,Y,37.7246063,-122.4578161
MLS Listing,,Condo/Co-op,325 Berry St #403,San Francisco,CA,94158,999000,1,1.0,Mission Bay,918,,2007,14,1088,567,Active,October-15-2017 02:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/325-Berry-St-94158/unit-403/home/17304335,San Francisco MLS,463074,N,Y,37.7734128,-122.3957474
MLS Listing,,Condo/Co-op,144 Dore St,San Francisco,CA,94103,995000,2,1.0,South of Market,,,1907,14,,346,Active,October-15-2017 02:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/144-Dore-St-94103/home/1247179,San Francisco MLS,463229,N,Y,37.7726798,-122.4117415
MLS Listing,,Single Family Residential,60 A Russell St,San Francisco,CA,94109,1195000,3,2.5,Russian Hill,,,,14,,,Active,October-14-2017 01:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/60-Russell-St-94109/home/920625,San Francisco MLS,463271,N,Y,37.7987036,-122.4198403
MLS Listing,,Single Family Residential,4021 Folsom St,San Francisco,CA,94110,875000,2,1.0,Bernal Heights,960,1341,1900,14,911,,Active,October-15-2017 02:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/4021-Folsom-St-94110/home/1362528,San Francisco MLS,463199,N,Y,37.7364158,-122.4133847
MLS Listing,,Condo/Co-op,26 c Dorado Ter #3,San Francisco,CA,94112,1300000,4,2.0,Mount Davidson Manor,1844,,1994,14,705,,Active,,,http://www.redfin.com/CA/San-Francisco/26C-Dorado-Ter-94112/unit-3/home/143937484,San Francisco MLS,463149,N,Y,37.725923,-122.460546
MLS Listing,,Single Family Residential,1627 24th Ave,San Francisco,CA,94122,1295000,4,3.0,Central Sunset,1948,2996,1927,14,665,,Active,,,http://www.redfin.com/CA/San-Francisco/1627-24th-Ave-94122/home/1872871,San Francisco MLS,463193,N,Y,37.7571763,-122.4823088
MLS Listing,,Multi-Family (2-4 Unit),329-331 Prospect St,San Francisco,CA,94110,1900000,4,3.0,Bernal Heights,1600,1797,1911,14,1188,,Active,,,http://www.redfin.com/CA/San-Francisco/329-Prospect-Ave-94110/home/1583506,San Francisco MLS,463264,N,Y,37.74087,-122.420187
MLS Listing,,Condo/Co-op,735 Geary St #101,San Francisco,CA,94109,669000,1,1.0,Downtown,,,1922,14,,385,Active,October-14-2017 02:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/735-Geary-St-94109/unit-101/home/100381754,San Francisco MLS,463321,N,Y,37.7863112,-122.4155014
MLS Listing,,Multi-Family (2-4 Unit),,San Francisco,CA,94118,1790000,4,2.0,Central Richmond,3008,2495,1921,15,595,,Active,October-15-2017 02:00 PM,October-15-2017 05:00 PM,http://www.redfin.com/CA/San-Francisco/Undisclosed-address-94118/home/619514,San Francisco MLS,463322,N,Y,37.776459,-122.475598
MLS Listing,,Single Family Residential,415 17th Ave,San Francisco,CA,94121,1695000,4,2.5,Central Richmond,2240,2063,1915,15,757,,Active,,,http://www.redfin.com/CA/San-Francisco/415-17th-Ave-94121/home/613204,San Francisco MLS,463313,N,Y,37.7800708,-122.4763968
MLS Listing,,Condo/Co-op,321 Langton St #11,San Francisco,CA,94103,899000,2,2.0,South of Market,1180,,1999,15,762,369,Active,October-15-2017 02:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/321-Langton-St-94103/unit-11/home/12396226,San Francisco MLS,463164,N,Y,37.7736343,-122.4047498
MLS Listing,,Single Family Residential,355 Santa Ana Ave,San Francisco,CA,94127,2750000,4,5.5,Balboa Terrace,3305,5222,1927,15,832,,Active,October-15-2017 02:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/355-Santa-Ana-Ave-94127/home/1694453,San Francisco MLS,463216,N,Y,37.7304162,-122.4678016
MLS Listing,,Condo/Co-op,1 Crescent Way #1209,SAN FRANCISCO,CA,94134,788000,2,2.0,SAN FRANCISCO,1063,42105,2001,15,741,476,Active,October-15-2017 01:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/1-Crescent-Way-94134/unit-1209/home/22879443,MLSListings,ML81679678,N,Y,37.71084,-122.390181
MLS Listing,,Single Family Residential,230 Molimo Dr,San Francisco,CA,94127,799000,2,1.0,Miraloma Park,918,2866,1954,15,870,,Active,,,http://www.redfin.com/CA/San-Francisco/230-Molimo-Dr-94127/home/1653237,San Francisco MLS,463189,N,Y,37.7370683,-122.4499235
MLS Listing,,Condo/Co-op,348 Church St #301,San Francisco,CA,94114,1199000,2,2.0,Eureka Valley/Dolore,,,1995,15,,403,Active,,,http://www.redfin.com/CA/San-Francisco/348-Church-St-94114/unit-301/home/1985657,San Francisco MLS,463294,N,Y,37.765397,-122.4290488
MLS Listing,,Condo/Co-op,317 Harriet St #25,San Francisco,CA,94103,999000,2,2.0,South of Market,1535,,2001,15,651,563,Active,,,http://www.redfin.com/CA/San-Francisco/317-Harriet-St-94103/unit-25/home/877346,San Francisco MLS,463250,N,Y,37.7754659,-122.4024177
MLS Listing,,Condo/Co-op,844 Shrader St,San Francisco,CA,94117,2795000,4,3.0,Parnassus/Ashbury Heights,3246,,1906,15,861,250,Active,October-15-2017 02:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/844-Shrader-St-94117/home/1974856,San Francisco MLS,463291,N,Y,37.7669333,-122.451148
MLS Listing,,Condo/Co-op,60 Rausch St #406,San Francisco,CA,94103,1199000,2,1.5,South of Market,1200,,2002,15,999,464,Active,October-14-2017 02:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/60-Rausch-St-94103/unit-406/home/12398785,San Francisco MLS,463290,N,Y,37.7761423,-122.4096951
MLS Listing,,Condo/Co-op,80 Richland Ave Unit B,San Francisco,CA,94110,1348000,3,2.0,Bernal Heights,2120,,2006,15,636,300,Active,,,http://www.redfin.com/CA/San-Francisco/80-Richland-Ave-94110/unit-B/home/28935847,San Francisco MLS,462930,N,Y,37.735772,-122.425172
MLS Listing,,Single Family Residential,1352 Alemany Blvd,San Francisco,CA,94112,699000,1,2.0,Mission Terrace,1066,1080,1939,15,656,,Active,October-14-2017 02:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/1352-Alemany-Blvd-94112/home/1346072,San Francisco MLS,463143,N,Y,37.7300268,-122.43342
MLS Listing,,Single Family Residential,809 Scott St,San Francisco,CA,94117,3650000,4,3.5,Alamo Square,4274,3998,1888,15,854,,Active,October-15-2017 02:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/809-Scott-St-94117/home/595785,San Francisco MLS,463186,N,Y,37.777373,-122.4368063
MLS Listing,,Condo/Co-op,2476 Sutter St #4,San Francisco,CA,94115,995000,2,2.0,Lower Pacific Height,1125,,1980,15,884,275,Active,October-15-2017 02:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/2476-Sutter-St-94115/unit-4/home/591734,San Francisco MLS,463257,N,Y,37.7853031,-122.4410782
MLS Listing,,Multi-Family (2-4 Unit),1626-1628 Folsom St,San Francisco,CA,94114,1998000,3,3.0,South of Market,3005,2188,1906,15,665,,Active,,,http://www.redfin.com/CA/San-Francisco/1628-Folsom-St-94103/home/143935686,San Francisco MLS,463151,N,Y,37.7706139,-122.4155173
MLS Listing,,Condo/Co-op,1045 South Van Ness Ave #301,San Francisco,CA,94110,1345000,3,2.0,Inner Mission,1653,,1991,16,814,550,Active,October-15-2017 02:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/1045-S-Van-Ness-Ave-94110/unit-301/home/714572,San Francisco MLS,462572,N,Y,37.7564925,-122.4164278
MLS Listing,,Condo/Co-op,2064 Green St,San Francisco,CA,94123,2675000,2,2.0,Pacific Heights,1834,,1948,16,1459,949,Active,October-15-2017 02:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/2064-Green-St-94123/home/1268447,San Francisco MLS,463224,N,Y,37.796672,-122.433164
MLS Listing,,Condo/Co-op,722 34th Ave,San Francisco,CA,94121,1250000,5,3.0,Outer Richmond,1950,,1983,16,641,200,Active,,,http://www.redfin.com/CA/San-Francisco/722-34th-Ave-94121/home/52059340,San Francisco MLS,463234,N,Y,37.775389,-122.49374
MLS Listing,,Condo/Co-op,260 King St #439,San Francisco,CA,94107,750000,1,1.0,Mission Bay,850,,2004,16,882,777,Active,,,http://www.redfin.com/CA/San-Francisco/260-King-St-94107/unit-439/home/12331103,San Francisco MLS,463232,N,Y,37.7772049,-122.3940134
MLS Listing,,Condo/Co-op,2230 Mason St Unit M204,San Francisco,CA,94133,949000,1,1.0,North Beach,747,,2001,16,1270,583,Active,October-15-2017 02:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/2230-Mason-St-94133/unit-M204/home/1144113,San Francisco MLS,463228,N,Y,37.8043082,-122.413073
MLS Listing,,Condo/Co-op,2299 Market St #202,San Francisco,CA,94114,875000,1,1.0,Eureka Valley/Dolore,,,2013,16,,477,Active,October-15-2017 02:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/2299-Market-St-94114/unit-202/home/107354015,San Francisco MLS,463134,N,Y,37.7640511,-122.4327369
MLS Listing,,Condo/Co-op,1454 California #6,San Francisco,CA,94109,1049000,2,1.0,Nob Hill,1264,,1909,16,830,400,Active,October-15-2017 02:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/1454-California-St-94109/unit-6/home/551733,San Francisco MLS,463138,N,Y,37.791171,-122.418364
MLS Listing,,Single Family Residential,173 Brewster St,San Francisco,CA,94110,2195000,3,3.5,Bernal Heights,,,2017,16,,,Active,October-14-2017 01:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/173-Brewster-St-94110/home/143931140,San Francisco MLS,463191,N,Y,37.7437984,-122.407339
MLS Listing,,Single Family Residential,515 Gates St,San Francisco,CA,94110,899000,2,2.0,Bernal Heights,950,1750,1905,16,946,,Active,October-15-2017 02:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/515-Gates-St-94110/home/2025024,San Francisco MLS,462929,N,Y,37.7367198,-122.4139721
MLS Listing,,Single Family Residential,6 Hillview Ct,San Francisco,CA,94124,959000,3,2.0,Bayview,1776,1604,1984,16,540,,Active,October-14-2017 01:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/6-Hillview-Ct-94124/home/1575793,San Francisco MLS,463200,N,Y,37.735607,-122.384551
MLS Listing,,Condo/Co-op,2415 Lake St,San Francisco,CA,94121,1199000,2,1.5,Lake,1300,,1912,16,922,200,Active,October-15-2017 02:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/2415-Lake-St-94121/home/110052333,San Francisco MLS,463155,N,Y,37.785517,-122.485492
